Specie,Specie_ID,ROI_ID,ID,X,Y,MapX,MapY,Lat,Lon,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70,B71,B72,B73,B74,B75,B76,B77,B78,B79,B80,B81,B82,B83,B84,B85,B86,B87,B88,B89,B90,B91,B92,B93,B94,B95,B96,B97,B98,B99,B100,B101,B102,B103,B104,B105,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123,B124,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,B197,B198,B199,B200,B201,B202,B203,B204,B205,B206,B207,B208,B209,B210,B211,B212,B213,B214,B215,B216,B217,B218,B219,B220,B221,B222,B223,B224
Road,1,0,0,0,0,0,0,0,0,0.05,0.112694,0.209522,0.283195,0.323263,0.353127,0.368373,0.376163,0.391406,0.395599,0.397742,0.395472,0.409021,0.410972,0.424498,0.434164,0.439088,0.448105,0.468933,0.474445,0.487337,0.493151,0.497893,0.509507,0.50527,0.512247,0.515749,0.519035,0.518842,0.528864,0.524878,0.526495,0.522874,0.526115,0.527065,0.531881,0.539719,0.556684,0.582062,0.5806,0.593124,0.623214,0.651994,0.6523,0.637413,0.663623,0.667305,0.664075,0.682785,0.646139,0.645752,0.661888,0.687819,0.686509,0.693682,0.695769,0.710067,0.727458,0.698423,0.657036,0.768501,0.82885,0.622813,0.646913,0.687601,0.685999,0.705971,0.712106,0.714769,0.718606,0.723529,0.7256,0.727458,0.730133,0.731775,0.730339,0.716795,0.720344,0.70299,0.699425,0.685124,0.619594,0.629362,0.58847,0.591605,0.640621,0.670071,0.66723,0.682052,0.680585,0.688183,0.701281,0.713719,0.724496,0.732253,0.735387,0.729448,0.733004,0.725668,0.730202,0.729928,0.72787,0.716655,0.718606,0.71056,0.815594,0.94831,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.662115,0.569031,0.523065,0.528013,0.574975,0.585061,0.539349,0.535534,0.558567,0.579825,0.592956,0.608109,0.622331,0.629679,0.634268,0.637727,0.63655,0.644435,0.654214,0.656579,0.656807,0.664602,0.664752,0.663548,0.66603,0.664752,0.669847,0.662794,0.658783,0.65253,0.652837,0.647839,0.642725,0.635843,0.630869,0.618382,0.619109,0.678156,0.702278,0.463894,0,0,0,0,0,0,0,0.948626,0.948626,0.948626,0.948626,0,0.948626,0.948626,0.514973,0.315751,0.303314,0.41749,0.470636,0.497692,0.536001,0.476548,0.476338,0.506061,0.532632,0.558746,0.554434,0.55145,0.543136,0.551722,0.557492,0.555335,0.555245,0.561246,0.562314,0.569207,0.56338,0.565417,0.561424,0.552808,0.564975,0.562847,0.578011,0.579134,0.574279,0.574105,0.567183,0.557402,0.550815,0.551087,0.534506,0.534226,0.532351,0.51254,0.523925,0.505665,0.486516,0.503585,0.485281,0.443957,0.459236,0.471591,0.425674,0.440225,0.44777,0.489998,0.399122,0.455849,0.390126,0.626415,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.05,0.144568,0.221358,0.279104,0.331208,0.348136,0.361384,0.390511,0.406815,0.41364,0.418208,0.432317,0.437376,0.457819,0.469039,0.474128,0.484972,0.508328,0.520766,0.536747,0.545341,0.553802,0.566301,0.563291,0.575062,0.580342,0.57948,0.582749,0.591182,0.588809,0.593293,0.588215,0.593714,0.596738,0.602492,0.605472,0.611798,0.626655,0.612777,0.612451,0.637257,0.660678,0.659542,0.64358,0.670519,0.672752,0.668428,0.687601,0.649997,0.648919,0.665203,0.690721,0.689707,0.695266,0.696918,0.712106,0.728557,0.697277,0.658632,0.770515,0.82716,0.616925,0.645597,0.689562,0.692167,0.712948,0.718676,0.7218,0.725668,0.730476,0.732799,0.734979,0.737966,0.739117,0.73695,0.724013,0.728762,0.711614,0.707315,0.670444,0.576972,0.624897,0.580859,0.605059,0.659087,0.691444,0.689344,0.707315,0.70505,0.713649,0.727664,0.739591,0.74973,0.758152,0.761245,0.756303,0.754185,0.747124,0.750862,0.752259,0.747325,0.731843,0.739591,0.715887,0.794477,0.872807,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.708445,0.543044,0.421068,0.44452,0.529525,0.523447,0.524783,0.573757,0.606792,0.630552,0.647917,0.663095,0.67557,0.683005,0.686509,0.688255,0.684248,0.692745,0.70071,0.704624,0.701566,0.709644,0.710841,0.70781,0.712176,0.711685,0.714209,0.711263,0.707457,0.703843,0.702919,0.698352,0.694619,0.682345,0.677787,0.654825,0.650304,0.670668,0.577924,0.656731,0.948626,0,0,0,0,0,0.948626,0,0,0,0,0.948626,0.948626,0,0.515555,0.182208,0.135646,0.304465,0.40841,0.475182,0.502889,0.362076,0.386392,0.521342,0.58232,0.609669,0.577578,0.589743,0.597575,0.612859,0.617411,0.621527,0.624897,0.623776,0.632769,0.636629,0.623054,0.614651,0.6204,0.604563,0.618301,0.612043,0.633242,0.635213,0.636786,0.631265,0.630235,0.617573,0.616033,0.602409,0.586512,0.581805,0.583349,0.552175,0.555065,0.535628,0.504081,0.523447,0.485281,0.445643,0.473073,0.47339,0.406938,0.430347,0.450331,0.473601,0.403731,0.431854,0.41012,0,0.476653
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.109999,0.203714,0.270554,0.302984,0.329695,0.344237,0.351282,0.364141,0.367422,0.368915,0.366604,0.379735,0.38249,0.396735,0.407674,0.413761,0.424026,0.445531,0.45409,0.466902,0.477386,0.483836,0.496384,0.493353,0.502889,0.506258,0.509605,0.511173,0.519228,0.517781,0.520766,0.514585,0.52067,0.522778,0.528013,0.533945,0.541754,0.558567,0.547263,0.550542,0.574018,0.597492,0.5959,0.582663,0.607039,0.609751,0.606957,0.623696,0.590844,0.589658,0.605802,0.628805,0.628408,0.6334,0.635449,0.649227,0.665654,0.636314,0.60083,0.702706,0.756501,0.567536,0.5883,0.627133,0.627213,0.646681,0.653296,0.65734,0.66219,0.66723,0.670519,0.674089,0.677418,0.678451,0.678672,0.666405,0.670071,0.655054,0.651457,0.640231,0.579652,0.584976,0.540368,0.543596,0.59059,0.618301,0.61587,0.630314,0.630631,0.637649,0.650074,0.662869,0.671934,0.680585,0.684321,0.678451,0.684248,0.676162,0.678008,0.675126,0.668428,0.654137,0.657112,0.645287,0.739253,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.755245,0.597743,0.494062,0.45144,0.503088,0.501994,0.456616,0.436346,0.45453,0.473812,0.48744,0.505072,0.517781,0.530092,0.537585,0.544056,0.545983,0.555605,0.565594,0.571836,0.571924,0.581203,0.582578,0.582148,0.586,0.585317,0.588979,0.584805,0.58232,0.576972,0.575671,0.568504,0.563114,0.550542,0.54203,0.529809,0.53282,0.59059,0.617411,0.808389,0,0,0.948626,0,0.948626,0.948626,0,0,0,0,0,0.948626,0,0.948626,0.732799,0.183302,0.267767,0.347849,0.379735,0.392299,0.425556,0.400872,0.401993,0.398495,0.418328,0.441473,0.447882,0.442717,0.43669,0.442604,0.452104,0.451218,0.452877,0.460432,0.465723,0.471166,0.470104,0.473601,0.469359,0.463894,0.474128,0.470742,0.482491,0.484766,0.479789,0.479372,0.472544,0.463463,0.458037,0.45453,0.446652,0.442491,0.43886,0.424733,0.428717,0.410485,0.39837,0.411216,0.395346,0.365375,0.372825,0.374831,0.341905,0.352135,0.345541,0.387425,0.328327,0.365785,0.272762,0.630314,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.113137,0.206154,0.269071,0.287227,0.313048,0.326035,0.333914,0.349283,0.352844,0.35693,0.354822,0.36878,0.373093,0.38807,0.399373,0.405337,0.41569,0.437033,0.447323,0.462599,0.471166,0.478433,0.491627,0.489078,0.497391,0.50279,0.504081,0.506554,0.514973,0.512345,0.515361,0.510291,0.515458,0.518071,0.523543,0.529903,0.537212,0.552718,0.54203,0.54286,0.565771,0.588045,0.587023,0.574279,0.598412,0.601661,0.598996,0.615789,0.582578,0.581976,0.596989,0.620078,0.61919,0.625377,0.626575,0.64109,0.655512,0.628089,0.592365,0.692311,0.743569,0.556414,0.578616,0.616601,0.617168,0.636786,0.644124,0.647917,0.654367,0.659011,0.662266,0.66588,0.669175,0.671562,0.669997,0.658252,0.66219,0.646758,0.642336,0.625696,0.566389,0.568416,0.52564,0.533289,0.578962,0.606462,0.605142,0.620642,0.618624,0.627293,0.639997,0.65115,0.660602,0.66925,0.672975,0.66738,0.66663,0.660451,0.660981,0.659694,0.654061,0.639841,0.638589,0.624817,0.702065,0.948362,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.662416,0.59464,0.439657,0.419521,0.443957,0.457272,0.403978,0.404967,0.425791,0.449108,0.465723,0.482491,0.49729,0.509311,0.517008,0.524688,0.526495,0.537119,0.547355,0.55145,0.552446,0.560889,0.563202,0.561157,0.567007,0.566036,0.569822,0.568504,0.563646,0.558656,0.556504,0.549815,0.541938,0.531222,0.518553,0.504577,0.500497,0.541661,0.614326,0.928273,0.948626,0.948626,0.948626,0,0.948626,0.948626,0.948626,0,0,0,0.948626,0,0.948626,0.948626,0.892408,0.31591,0.266457,0.317961,0.333315,0.348567,0.372557,0.367149,0.360276,0.354963,0.383925,0.403978,0.404102,0.405954,0.405707,0.41773,0.421661,0.424968,0.432201,0.436804,0.440679,0.447658,0.443281,0.439998,0.44452,0.434624,0.447993,0.44452,0.457163,0.457382,0.456178,0.453539,0.447547,0.440111,0.434739,0.431159,0.415931,0.413398,0.410364,0.391278,0.395472,0.382359,0.365648,0.377887,0.35735,0.336599,0.338377,0.334513,0.294956,0.311286,0.317016,0.329998,0.280356,0.316542,0.240623,0,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.05,0.183029,0.251594,0.295633,0.32848,0.341319,0.35256,0.371078,0.376296,0.379076,0.378019,0.391533,0.395599,0.410242,0.423082,0.43023,0.441246,0.463894,0.474339,0.4901,0.500897,0.509409,0.523543,0.522204,0.530375,0.534694,0.53777,0.538049,0.54772,0.54378,0.547263,0.543044,0.547263,0.548814,0.554524,0.559819,0.565948,0.580428,0.567536,0.567624,0.589658,0.612859,0.610407,0.595984,0.620642,0.623455,0.619432,0.635528,0.601495,0.599413,0.613348,0.637335,0.635685,0.640621,0.641635,0.655359,0.671339,0.642025,0.605637,0.707103,0.761377,0.570611,0.590251,0.628567,0.627532,0.646758,0.65276,0.65635,0.661812,0.666705,0.669549,0.672157,0.675052,0.676458,0.676236,0.663397,0.666255,0.651073,0.647994,0.637021,0.576625,0.576885,0.536001,0.537863,0.581719,0.610243,0.608355,0.622572,0.621366,0.628567,0.641168,0.65138,0.661208,0.668577,0.671785,0.66648,0.669922,0.663774,0.662718,0.663397,0.656579,0.637178,0.649535,0.623615,0.711685,0.948151,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.662115,0.569031,0.474761,0.429532,0.469891,0.47455,0.422964,0.412551,0.428133,0.450553,0.46454,0.481973,0.496787,0.509114,0.517105,0.524211,0.525545,0.537212,0.54708,0.55145,0.551994,0.560176,0.562492,0.562669,0.567712,0.567624,0.572186,0.566389,0.564532,0.560176,0.558835,0.551631,0.542768,0.531693,0.522683,0.507541,0.510193,0.560443,0.602243,0.803488,0,0,0,0,0.948626,0,0.948626,0,0,0,0,0,0,0,0,0,0.223382,0.307082,0.343946,0.361937,0.39115,0.367149,0.365375,0.371885,0.392044,0.413761,0.420355,0.42178,0.416291,0.42379,0.431739,0.435429,0.436346,0.443619,0.445643,0.455739,0.451661,0.450886,0.450886,0.446316,0.456287,0.450664,0.462923,0.46454,0.462166,0.466259,0.459889,0.450553,0.445531,0.443732,0.4293,0.426964,0.425204,0.403731,0.410729,0.397742,0.380393,0.391661,0.378944,0.346553,0.350141,0.357629,0.32848,0.33015,0.337341,0.364278,0.292573,0.316384,0.29883,0,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.05,0.159373,0.231947,0.283018,0.322953,0.33941,0.352702,0.375498,0.384576,0.390254,0.390894,0.405091,0.411216,0.429649,0.442604,0.448774,0.460432,0.484146,0.496485,0.515652,0.525925,0.535534,0.550179,0.548814,0.559461,0.564709,0.565948,0.567624,0.577924,0.57454,0.578357,0.572273,0.578616,0.581719,0.586597,0.588979,0.593798,0.608109,0.593714,0.59304,0.615789,0.640153,0.637492,0.621769,0.648379,0.650074,0.64583,0.663623,0.626495,0.625217,0.640543,0.664978,0.662869,0.668128,0.669847,0.683517,0.699067,0.668727,0.63182,0.73817,0.78949,0.592703,0.616763,0.655436,0.657112,0.677566,0.684175,0.686728,0.692239,0.696344,0.698996,0.70235,0.704766,0.70682,0.705262,0.692384,0.696057,0.679702,0.675422,0.655893,0.587023,0.598996,0.558388,0.568504,0.616519,0.646681,0.645752,0.660602,0.65939,0.667904,0.680658,0.691589,0.700924,0.709221,0.711966,0.707245,0.71056,0.700425,0.703061,0.703203,0.69699,0.678819,0.670519,0.667904,0.761442,0.905976,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.746254,0.590844,0.437033,0.460649,0.503783,0.512638,0.470954,0.474655,0.498194,0.521054,0.536467,0.554073,0.569295,0.579307,0.584805,0.590336,0.59169,0.600996,0.611879,0.614082,0.613674,0.621769,0.623936,0.622813,0.626575,0.626335,0.631503,0.627452,0.622813,0.617816,0.618624,0.612614,0.604563,0.592871,0.586427,0.56824,0.564621,0.616925,0.610816,0.651994,0,0,0,0.948626,0,0,0,0.948626,0.948626,0.948626,0,0.948626,0.948626,0,0,0.256319,0.22226,0.321713,0.37934,0.410851,0.442942,0.383012,0.389228,0.428717,0.4576,0.483319,0.479685,0.483526,0.481765,0.49386,0.499497,0.504081,0.506554,0.512443,0.515943,0.523925,0.516621,0.512247,0.514293,0.505072,0.514682,0.51215,0.52678,0.528864,0.529242,0.528675,0.524116,0.51332,0.506653,0.50279,0.493049,0.486207,0.48425,0.462491,0.467972,0.445868,0.42895,0.443732,0.422135,0.383534,0.402242,0.403978,0.360831,0.370268,0.369998,0.393698,0.32496,0.383534,0.367422,0.622572,0.472861
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.05,0.139999,0.214242,0.269071,0.311768,0.329543,0.338967,0.366195,0.37934,0.383665,0.385744,0.400997,0.406569,0.425674,0.438974,0.445868,0.458692,0.483423,0.497592,0.51604,0.52716,0.536747,0.550542,0.549543,0.560443,0.566654,0.567448,0.56868,0.578616,0.575757,0.580514,0.574714,0.580859,0.584206,0.589828,0.592112,0.597994,0.613348,0.599914,0.600497,0.623214,0.647994,0.645287,0.630235,0.656655,0.658632,0.653755,0.672083,0.635607,0.633637,0.649458,0.674089,0.672678,0.678082,0.679702,0.693754,0.709292,0.678893,0.640543,0.748996,0.803613,0.598996,0.626894,0.668278,0.669175,0.689779,0.696847,0.699282,0.704908,0.710208,0.711966,0.715398,0.717771,0.719719,0.718397,0.705333,0.709362,0.693178,0.690359,0.66219,0.592871,0.612941,0.568592,0.581547,0.632927,0.664226,0.663548,0.679187,0.677492,0.685708,0.699782,0.711544,0.721523,0.729859,0.733345,0.728076,0.729311,0.722354,0.725048,0.725393,0.719371,0.70505,0.716446,0.693682,0.782236,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.754383,0.621608,0.493657,0.465293,0.528959,0.525545,0.495981,0.508328,0.536188,0.55794,0.575149,0.59245,0.608191,0.617006,0.621929,0.626016,0.626734,0.637257,0.644124,0.648919,0.648688,0.656579,0.657568,0.655893,0.659694,0.659239,0.66415,0.659997,0.65513,0.65138,0.650766,0.645055,0.638119,0.627452,0.620561,0.600497,0.602658,0.643503,0.628726,0.932251,0.948626,0.948626,0.948626,0.948626,0.948626,0,0.948626,0,0,0,0,0,0,0,0,0.183029,0.199498,0.308381,0.3891,0.431507,0.457819,0.373897,0.387941,0.457491,0.496485,0.523256,0.509899,0.513612,0.517974,0.530092,0.537119,0.538607,0.542215,0.544883,0.55308,0.557043,0.549087,0.542123,0.545066,0.535441,0.545708,0.540182,0.558746,0.56178,0.560889,0.558119,0.553893,0.542676,0.539256,0.530846,0.516718,0.510193,0.509409,0.48394,0.490406,0.468292,0.445419,0.460432,0.432664,0.400872,0.417251,0.419402,0.371347,0.380655,0.373495,0.42673,0.33882,0.394206,0.392044,0.331057,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.061644,0.169999,0.253573,0.296478,0.331057,0.347273,0.357769,0.377755,0.385225,0.389228,0.388457,0.403111,0.407429,0.423436,0.436232,0.443732,0.45475,0.477805,0.48785,0.505764,0.516718,0.525925,0.540368,0.537956,0.54845,0.552537,0.555605,0.556774,0.565948,0.562758,0.567183,0.562403,0.567183,0.57026,0.574975,0.579393,0.587023,0.604067,0.592365,0.59464,0.618867,0.643425,0.641557,0.625297,0.651917,0.653908,0.650381,0.667979,0.631503,0.630473,0.64552,0.669773,0.668727,0.674385,0.675866,0.689779,0.706113,0.675792,0.638041,0.744442,0.802928,0.600164,0.625537,0.664451,0.663698,0.685051,0.691444,0.694547,0.700068,0.704056,0.70682,0.709574,0.711614,0.714559,0.712878,0.700354,0.704624,0.687747,0.685489,0.66588,0.602077,0.610734,0.566478,0.575757,0.625057,0.656426,0.653296,0.668128,0.66663,0.67557,0.688981,0.699925,0.709856,0.718745,0.721245,0.716376,0.716516,0.71063,0.712387,0.713509,0.705758,0.689054,0.69871,0.682419,0.777042,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.663849,0.620319,0.4588,0.459998,0.519805,0.517105,0.483319,0.480934,0.506061,0.53028,0.546074,0.565771,0.580859,0.590929,0.596906,0.601079,0.601329,0.612206,0.622813,0.628248,0.626415,0.635292,0.636157,0.636864,0.63945,0.640543,0.643814,0.639606,0.636,0.630314,0.628487,0.622893,0.615708,0.604728,0.596067,0.577665,0.573844,0.622251,0.639293,0.930049,0,0,0.948626,0.948626,0,0,0.948626,0,0.948626,0.948626,0,0,0.948626,0,0.516137,0.258456,0.267394,0.332414,0.388842,0.41364,0.448774,0.400747,0.397238,0.435199,0.467651,0.491221,0.489895,0.48826,0.488465,0.498896,0.50527,0.508131,0.513417,0.517878,0.520766,0.525735,0.520286,0.518746,0.518746,0.508131,0.522204,0.516234,0.533383,0.533476,0.534694,0.531222,0.52697,0.515943,0.511564,0.504676,0.490711,0.486207,0.487235,0.464002,0.469998,0.453319,0.432664,0.448551,0.428484,0.390382,0.408654,0.405584,0.364004,0.373495,0.387941,0.386909,0.353834,0.38678,0.325114,0.62801,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.188148,0.264763,0.320467,0.344382,0.375365,0.385095,0.387296,0.397616,0.400373,0.401495,0.398997,0.408777,0.405584,0.413882,0.417131,0.415931,0.419044,0.433703,0.435658,0.442717,0.443845,0.444182,0.451772,0.445531,0.452546,0.45519,0.45387,0.45431,0.4613,0.45508,0.458255,0.45387,0.458364,0.459018,0.461734,0.46411,0.472438,0.488874,0.479476,0.480726,0.500597,0.520478,0.518167,0.502889,0.524592,0.524783,0.521629,0.535908,0.505369,0.503088,0.516427,0.536001,0.535254,0.538792,0.540553,0.550361,0.563025,0.53656,0.505369,0.589573,0.628408,0.461625,0.490609,0.527065,0.528675,0.545616,0.549997,0.550996,0.554344,0.556055,0.556774,0.557761,0.558835,0.558388,0.556324,0.545983,0.548632,0.534694,0.527634,0.488157,0.425086,0.45475,0.426612,0.449108,0.495477,0.519613,0.518842,0.532257,0.530186,0.537305,0.546532,0.556145,0.563646,0.569031,0.570436,0.567271,0.569031,0.564355,0.56524,0.56683,0.564709,0.554975,0.57271,0.546715,0.606132,0.753787,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.677935,0.525735,0.466045,0.435314,0.493455,0.492643,0.464002,0.471166,0.499097,0.517105,0.52877,0.541754,0.547811,0.551722,0.552446,0.551631,0.548632,0.554885,0.560533,0.56178,0.55785,0.564532,0.563646,0.561513,0.564355,0.561958,0.564621,0.560354,0.555965,0.553441,0.552899,0.54845,0.546806,0.541938,0.537026,0.522587,0.517008,0.553893,0.55964,0.673792,0.948626,0.948626,0.948626,0.948626,0,0.948626,0,0.948626,0.948626,0,0,0,0,0,0.529997,0.371482,0.324344,0.401744,0.43278,0.464971,0.490406,0.436575,0.43278,0.466795,0.503783,0.526115,0.50823,0.505764,0.506258,0.517008,0.51604,0.515749,0.517974,0.514293,0.521534,0.524116,0.515846,0.510683,0.511954,0.500996,0.512735,0.510977,0.522491,0.518264,0.515943,0.509114,0.505863,0.493455,0.483423,0.476233,0.460324,0.45387,0.455958,0.433933,0.438518,0.424498,0.411823,0.431391,0.415329,0.390511,0.406692,0.414124,0.374698,0.382098,0.381967,0.42249,0.334363,0.389613,0.275861,0.514293,0
f100910t01p00r04rdn_b_sc01_ort_img_atm__road,1,0,0,0,0,0,0,0,0,0.05,0.18601,0.266081,0.307407,0.32496,0.347993,0.35693,0.354681,0.362076,0.362352,0.362903,0.359859,0.370538,0.366058,0.373629,0.375631,0.373361,0.376827,0.390767,0.393444,0.399873,0.400248,0.402739,0.409632,0.405091,0.411945,0.413156,0.413035,0.413035,0.418925,0.413761,0.419044,0.414003,0.418925,0.42178,0.42249,0.420712,0.423318,0.433011,0.419044,0.419044,0.435773,0.451551,0.448551,0.435658,0.453539,0.45365,0.449998,0.461409,0.433703,0.431391,0.442152,0.459998,0.458037,0.460758,0.461517,0.470742,0.480622,0.456397,0.428484,0.501196,0.529053,0.389998,0.415088,0.447993,0.450109,0.464756,0.468399,0.469252,0.470636,0.472015,0.472967,0.472967,0.474128,0.473706,0.471166,0.46195,0.46411,0.451329,0.445643,0.421661,0.36783,0.387425,0.366741,0.380787,0.419402,0.441359,0.43977,0.45022,0.44844,0.45508,0.462383,0.469572,0.475708,0.479893,0.482284,0.478537,0.48135,0.475813,0.478014,0.47885,0.473812,0.467224,0.490406,0.467116,0.539163,0.711052,0.948626,0.948626,0.948626,0.948626,0.948626,0.948626,0.6334,0.559193,0.432433,0.413278,0.45978,0.457928,0.410972,0.418328,0.443055,0.457054,0.465293,0.47339,0.481973,0.481973,0.480102,0.480518,0.477491,0.47885,0.487235,0.487542,0.483319,0.488055,0.487747,0.485281,0.487337,0.485899,0.488567,0.485693,0.479685,0.478537,0.481973,0.478119,0.477282,0.470317,0.469359,0.457054,0.460432,0.495679,0.550996,0.48083,0,0.948626,0,0.948626,0,0.948626,0.948626,0,0,0,0,0,0,0,0.53488,0.324498,0.31016,0.392171,0.416771,0.439088,0.46583,0.422727,0.414968,0.436575,0.470423,0.486516,0.474655,0.473917,0.468292,0.475603,0.476967,0.475077,0.474128,0.47339,0.4777,0.480102,0.472861,0.467224,0.469572,0.457709,0.470742,0.467758,0.476967,0.473178,0.473178,0.465616,0.46195,0.452767,0.44654,0.438062,0.425909,0.42249,0.422135,0.404102,0.408777,0.387684,0.387812,0.410851,0.387684,0.361246,0.381967,0.385355,0.359859,0.361937,0.367149,0.396483,0.337341,0.371212,0.278387,0,0
